revid,parentid,user,userid,timestamp,size,comment,tags,page,latitude,longitude,Article
432822077,432456734,Beaucouplusneutre,14632145,2011-06-06T09:25:24Z,51396,/* Dealing with launch costs */ http://www.reactionengines.co.uk/downloads/ssp_skylon_ver2.pdf,[],Space-based solar power,,,Space-based solar power
432851903,432822077,Equazcion,2813350,2011-06-06T14:04:41Z,50985,"/* Advantages */ since this is a comparison to traditiional solar methods, removing benefits common to both",[],Space-based solar power,,,Space-based solar power
434916701,432851903,Surajt88,12759671,2011-06-18T11:21:34Z,51005,/* External links */ Added the appropriate template {{Photovoltaics}},[],Space-based solar power,,,Space-based solar power
435558957,434916701,67.194.218.121,0,2011-06-22T00:43:28Z,51402,I've been reading up on SBSP and found a couple more reasons why its a good idea,[],Space-based solar power,42.3241,-83.7113,Space-based solar power
435584578,435558957,Trekphiler,601623,2011-06-22T05:04:51Z,51005,Undid revision 435558957 by [[Special:Contributions/67.194.218.121|67.194.218.121]] ([[User talk:67.194.218.121|talk]]) low IQ also a reason?,[],Space-based solar power,,,Space-based solar power
435606476,435584578,Beaucouplusneutre,14632145,2011-06-22T09:16:49Z,51120,/* External links */ * [http://www.ursi.org/en/publications_whitepapers.asp]URSI 2007 White Paper - World history of SPS Developpements,[],Space-based solar power,,,Space-based solar power
435606924,435606476,Beaucouplusneutre,14632145,2011-06-22T09:21:52Z,51157,/* External links */,[],Space-based solar power,,,Space-based solar power
435607803,435606924,Beaucouplusneutre,14632145,2011-06-22T09:32:23Z,51165,/* External links */,[],Space-based solar power,,,Space-based solar power
435608106,435607803,Beaucouplusneutre,14632145,2011-06-22T09:35:26Z,51151,/* External links */,[],Space-based solar power,,,Space-based solar power
435639429,435608106,Beaucouplusneutre,14632145,2011-06-22T14:05:28Z,51330,/* Timeline */ eads website,[],Space-based solar power,,,Space-based solar power
435639582,435639429,Beaucouplusneutre,14632145,2011-06-22T14:06:25Z,51326,/* Timeline */,[],Space-based solar power,,,Space-based solar power
435640440,435639582,Beaucouplusneutre,14632145,2011-06-22T14:11:41Z,51417,/* Timeline */ boeing proposal,[],Space-based solar power,,,Space-based solar power
435640637,435640440,Beaucouplusneutre,14632145,2011-06-22T14:12:57Z,51420,/* Timeline */,[],Space-based solar power,,,Space-based solar power
435649558,435640637,Beaucouplusneutre,14632145,2011-06-22T15:15:51Z,51473,/* Building from space */ http://www.youtube.com/watch?v=EgrdAUFFMrA,[],Space-based solar power,,,Space-based solar power
435650590,435649558,Beaucouplusneutre,14632145,2011-06-22T15:22:21Z,51463,/* Microwave power transmission */ http://www.youtube.com/watch?v=sy1vqRT-vqI,[],Space-based solar power,,,Space-based solar power
435651603,435650590,Beaucouplusneutre,14632145,2011-06-22T15:29:01Z,51576,/* External links */ * [http://www.youtube.com/watch?v=eTdJw30Pg4Q] NewSpace 2010: Space Solar Power - Debate 72 minutes,[],Space-based solar power,,,Space-based solar power
435652694,435651603,Beaucouplusneutre,14632145,2011-06-22T15:36:11Z,51728,videos,[],Space-based solar power,,,Space-based solar power
435653329,435652694,Beaucouplusneutre,14632145,2011-06-22T15:39:57Z,51908,"/* Videos */ * [http://www.youtube.com/watch?v=2E_z6L9Hn0Q Space Solar Power] Press Conference September 12, 2008 (71 minutes)",[],Space-based solar power,,,Space-based solar power
435789743,435653329,Beaucouplusneutre,14632145,2011-06-23T10:18:25Z,51953,/* See also */ {{Commons category|Space-based solar power}},[],Space-based solar power,,,Space-based solar power
435797475,435789743,Beaucouplusneutre,14632145,2011-06-23T11:40:31Z,52069,"/* In fiction */ * In ''[[Cadillacs and Dinosaurs (TV series)]]'', episode ""Death Ray"", space solar power is one of the losts technologys of the ancients.",[],Space-based solar power,,,Space-based solar power
435816662,435797475,ZéroBot,11969601,2011-06-23T14:23:08Z,52095,r2.7.1) (robot Adding: [[de:Space solar power]],[],Space-based solar power,,,Space-based solar power
436141338,435816662,Beaucouplusneutre,14632145,2011-06-25T13:15:07Z,52128,/* Videos */ added beta template,[],Space-based solar power,,,Space-based solar power
436146332,436141338,Beaucouplusneutre,14632145,2011-06-25T13:50:02Z,52303,/* Building from space */ picture,[],Space-based solar power,,,Space-based solar power
436244861,436146332,67.194.219.85,0,2011-06-26T00:27:20Z,52757,/* Timeline */,[],Space-based solar power,42.3241,-83.7113,Space-based solar power
436251099,436244861,Trekphiler,601623,2011-06-26T01:14:15Z,52303,Undid revision 436244861 by [[Special:Contributions/67.194.219.85|67.194.219.85]] ([[User talk:67.194.219.85|talk]]) too much full-Newspeak gobbledygook,[],Space-based solar power,,,Space-based solar power
436393600,436251099,Beaucouplusneutre,14632145,2011-06-26T20:54:41Z,52623,hitory image in bw,[],Space-based solar power,,,Space-based solar power
436394473,436393600,Beaucouplusneutre,14632145,2011-06-26T21:00:18Z,52685,"suntower design, maybee should put mankins design (latest), will try to upload it",[],Space-based solar power,,,Space-based solar power
436394768,436394473,Beaucouplusneutre,14632145,2011-06-26T21:02:18Z,52700,"/* Design */ subbed the picture, will put references when i find them",[],Space-based solar power,,,Space-based solar power
436396296,436394768,Beaucouplusneutre,14632145,2011-06-26T21:12:40Z,52622,"removed suntower, looks weird withe the other image close to it, and unsubbed solardisk, because it break the text",[],Space-based solar power,,,Space-based solar power
436483990,436396296,Beaucouplusneutre,14632145,2011-06-27T11:24:27Z,52698,"/* Timeline */ 1997 http://www.space.com/3317-space-solar-power-crowd-bets-obama.html the picture is interesting , someone have a pdf of the project?",[],Space-based solar power,,,Space-based solar power
436562002,436483990,Beaucouplusneutre,14632145,2011-06-27T20:41:12Z,52622,Undid revision 436483990 by [[Special:Contributions/Beaucouplusneutre|Beaucouplusneutre]] ([[User talk:Beaucouplusneutre|talk]]),[],Space-based solar power,,,Space-based solar power
436634593,436562002,MastiBot,9900577,2011-06-28T07:22:34Z,52597,r2.7.1) (robot Removing: [[de:Space solar power]],[],Space-based solar power,,,Space-based solar power
436666715,436634593,Beaucouplusneutre,14632145,2011-06-28T12:51:59Z,52574,corrected the redirection for the russian page,[],Space-based solar power,,,Space-based solar power
437023532,436666715,Beaucouplusneutre,14632145,2011-06-30T10:08:42Z,52653,/* Timeline */ *'''1987''': [[Stationary High Altitude Relay Platform]] a canadian experiment,[],Space-based solar power,,,Space-based solar power
437025627,437023532,Beaucouplusneutre,14632145,2011-06-30T10:28:40Z,52763,/* Orbital location */ Advanced Automation for Space Missions,[],Space-based solar power,,,Space-based solar power
437031713,437025627,Beaucouplusneutre,14632145,2011-06-30T11:19:42Z,52870,"fusion of the space methods, need a cleanup for the lunar materials sent into orbit (near the end)",[],Space-based solar power,,,Space-based solar power
437044513,437031713,Beaucouplusneutre,14632145,2011-06-30T12:59:01Z,52764,"/* Videos */ removed jaxa video link, not very informative",[],Space-based solar power,,,Space-based solar power
437213207,437044513,Beaucouplusneutre,14632145,2011-07-01T11:09:27Z,52559,"changed intro, moved radiation and micrometeroid impact into the counter argument section",[],Space-based solar power,,,Space-based solar power
437213359,437213207,Beaucouplusneutre,14632145,2011-07-01T11:10:58Z,52559,peak in small,[],Space-based solar power,,,Space-based solar power
437213737,437213359,Beaucouplusneutre,14632145,2011-07-01T11:15:00Z,52524,second intro edit,[],Space-based solar power,,,Space-based solar power
437251864,437213737,Beaucouplusneutre,14632145,2011-07-01T16:24:59Z,52614,/* Building from space */ added image,[],Space-based solar power,,,Space-based solar power
437257737,437251864,Trekphiler,601623,2011-07-01T17:07:01Z,52568,/* Directly on the moon */ very badly placed file description...,[],Space-based solar power,,,Space-based solar power
437262858,437257737,Trekphiler,601623,2011-07-01T17:46:09Z,52870,"resto deleted for no apparent reason, & reason wireless is required (maybe not obvious), add rectenna",[],Space-based solar power,,,Space-based solar power
437270100,437262858,Beaucouplusneutre,14632145,2011-07-01T18:38:17Z,52861,"/* Directly on the moon */ on the moon, sorry is it better ?",[],Space-based solar power,,,Space-based solar power
437277088,437270100,Beaucouplusneutre,14632145,2011-07-01T19:28:49Z,52774,"/* Building from space */ removed the picture, i cannot find a way to make it fit, what about a update of the pictures, anyone interested in uploading something new ?",[],Space-based solar power,,,Space-based solar power
437278128,437277088,Beaucouplusneutre,14632145,2011-07-01T19:36:06Z,52688,/* Timeline */ just esa make it simple,[],Space-based solar power,,,Space-based solar power
437439593,437278128,Beaucouplusneutre,14632145,2011-07-02T19:50:26Z,52589,/* Safety */  removed [[Radiation damage|Radiation]] and [[micrometeoroid]] damage could also become concerns for SBSP. since it is int the intro,[],Space-based solar power,,,Space-based solar power
437583244,437439593,Beaucouplusneutre,14632145,2011-07-03T18:05:12Z,52590,/* On the Moon */ small correction missed n in construction,[],Space-based solar power,,,Space-based solar power
438032021,437583244,Beaucouplusneutre,14632145,2011-07-06T10:51:26Z,52680,/* Design */ added explaination for the picture from ursi paper,[],Space-based solar power,,,Space-based solar power
438033203,438032021,Beaucouplusneutre,14632145,2011-07-06T11:00:47Z,52748,/* From lunar materials launched in orbit */ Advanced Automation for Space Missions,[],Space-based solar power,,,Space-based solar power
438034045,438033203,Beaucouplusneutre,14632145,2011-07-06T11:08:55Z,52765,/* From lunar materials launched in orbit */ [[Telepresence|remote control]],[],Space-based solar power,,,Space-based solar power
438085815,438034045,Equazcion,2813350,2011-07-06T17:36:51Z,52807,"SBSP is still only theoretical, as testing has been very limited. words like ""will"" aren't warranted yet when describing how it would work and what it's capable of, as we don't actually know for sure yet what ""will"" happen",[],Space-based solar power,,,Space-based solar power
438100809,438085815,Beaucouplusneutre,14632145,2011-07-06T19:12:24Z,52696,"/* On the Moon */ removed advanced automation, after making the link in the o neill section",[],Space-based solar power,,,Space-based solar power
438119290,438100809,Trekphiler,601623,2011-07-06T21:02:46Z,52648,"concept =theory or idea, so redundant; the advantages are part of the concept & demonstrable, not mere hopes; tweak",[],Space-based solar power,,,Space-based solar power
438142922,438119290,Equazcion,2813350,2011-07-06T23:34:20Z,52694,"something for intro sentence to show it's still not in use yet. ""would"" -> ""could"" for benefits; again we don't want to predict the future. individual aspects have been demonstrated but not actual SBSP",[],Space-based solar power,,,Space-based solar power
438412171,438142922,Equazcion,2813350,2011-07-08T13:28:36Z,52663,"wording change to ""projected benefits"" per TrekPhiler's suggestion on talk page",[],Space-based solar power,,,Space-based solar power
438435691,438412171,Equazcion,2813350,2011-07-08T16:31:56Z,52656,tweak,[],Space-based solar power,,,Space-based solar power
439607947,438435691,Maury Markowitz,2175,2011-07-15T11:59:07Z,54272,"disadvantages, lifetimes, +refs",[],Space-based solar power,,,Space-based solar power
439608061,439607947,Maury Markowitz,2175,2011-07-15T12:00:21Z,54218,,[],Space-based solar power,,,Space-based solar power
439616154,439608061,Trekphiler,601623,2011-07-15T13:16:11Z,54270,equally efficient? when SPS produces 14x as much to begin with?,[],Space-based solar power,,,Space-based solar power
439674509,439616154,Rjwilmsi,203434,2011-07-15T20:17:18Z,54273,"Journal cites:, added 1 Bibcode, using [[Project:AWB|AWB]] (7751)",[],Space-based solar power,,,Space-based solar power
440471850,439674509,Surajt88,12759671,2011-07-20T12:15:43Z,54243,removed [[Category:Renewable energy]] using [[WP:HC|HotCat]],[],Space-based solar power,,,Space-based solar power
440580152,440471850,99.181.156.173,0,2011-07-21T01:39:42Z,54292,[[:it:Consiglio nazionale dell'economia e del lavoro]],[],Space-based solar power,37.751,-97.822,Space-based solar power
440890289,440580152,99.35.15.215,0,2011-07-22T20:50:33Z,54311,"* [http://www.youtube.com/watch?v=2E_z6L9Hn0Q Space Solar Power] Press Conference September 12, 2008 (71 minutes) {{What?}} {{Who?}}",[],Space-based solar power,28.0782,-80.7534,Space-based solar power
440890570,440890289,Helpful Pixie Bot,14216826,2011-07-22T20:52:27Z,54335,Dated {{Clarify}}{{Who}}{{Multiple issues}}. (Build p613),[],Space-based solar power,,,Space-based solar power
441282679,440890570,99.181.138.132,0,2011-07-25T03:16:58Z,54358,appears from video to be [[National Space Society]],[],Space-based solar power,37.751,-97.822,Space-based solar power
441319582,441282679,Beaucouplusneutre,14632145,2011-07-25T09:35:30Z,54524,shimizu any idea how to extract the images ?,[],Space-based solar power,,,Space-based solar power
441324553,441319582,Beaucouplusneutre,14632145,2011-07-25T10:25:34Z,54945,"/* On the Moon */ precision on criswell idea, a correction by a native speaker would be nice.",[],Space-based solar power,,,Space-based solar power
441325397,441324553,Beaucouplusneutre,14632145,2011-07-25T10:33:37Z,54944,/* On the Moon */ tweak,[],Space-based solar power,,,Space-based solar power
441327880,441325397,Beaucouplusneutre,14632145,2011-07-25T10:57:22Z,55028,"/* Building from space */ image insertion, the one with the rover is more interesting, this one lacks the mobile factory, will try to find it",[],Space-based solar power,,,Space-based solar power
441328221,441327880,Beaucouplusneutre,14632145,2011-07-25T11:00:44Z,55029,"/* Building from space */ image i think i got it now, need to expand the criswel section to make it fit,",[],Space-based solar power,,,Space-based solar power
441328395,441328221,Beaucouplusneutre,14632145,2011-07-25T11:02:50Z,55014,/* On the Moon */,[],Space-based solar power,,,Space-based solar power
441328606,441328395,Beaucouplusneutre,14632145,2011-07-25T11:05:08Z,54992,/* On the Moon */,[],Space-based solar power,,,Space-based solar power
441328777,441328606,Beaucouplusneutre,14632145,2011-07-25T11:06:58Z,54993,/* Building from space */,[],Space-based solar power,,,Space-based solar power
441334467,441328777,Beaucouplusneutre,14632145,2011-07-25T12:01:04Z,54986,/* On the Moon */ fixed image,[],Space-based solar power,,,Space-based solar power
441334692,441334467,Beaucouplusneutre,14632145,2011-07-25T12:03:12Z,55051,/* Building from space */,[],Space-based solar power,,,Space-based solar power
441345507,441334692,Beaucouplusneutre,14632145,2011-07-25T13:29:44Z,55111,/* From a diverted asteroid */ ref o leary,[],Space-based solar power,,,Space-based solar power
441431913,441345507,Trekphiler,601623,2011-07-25T22:57:25Z,55126,"/* On the Moon */ fix, link telefactor",[],Space-based solar power,,,Space-based solar power
441486362,441431913,Beaucouplusneutre,14632145,2011-07-26T07:14:08Z,55121,/* On the Moon */ ortho fix,[],Space-based solar power,,,Space-based solar power
441503367,441486362,Beaucouplusneutre,14632145,2011-07-26T09:56:08Z,54838,/* Building from space */ removing image for the gallery,[],Space-based solar power,,,Space-based solar power
441503440,441503367,Beaucouplusneutre,14632145,2011-07-26T09:56:47Z,55483,/* Building from space */ inserted gallery,[],Space-based solar power,,,Space-based solar power
441516421,441503440,Beaucouplusneutre,14632145,2011-07-26T11:47:25Z,55499,/* From a diverted asteroid */,[],Space-based solar power,,,Space-based solar power
441536544,441516421,Beaucouplusneutre,14632145,2011-07-26T14:13:40Z,55513,/* On the Moon */ corrected the lunar rover reference,[],Space-based solar power,,,Space-based solar power
441866859,441536544,Beaucouplusneutre,14632145,2011-07-28T13:09:34Z,55566,/* Videos */ Exploring New Frontiers for Tomorrow's Energy Needs,[],Space-based solar power,,,Space-based solar power
441866923,441866859,Beaucouplusneutre,14632145,2011-07-28T13:10:08Z,55565,/* Videos */,[],Space-based solar power,,,Space-based solar power
441966134,441866923,Jamie7687,311307,2011-07-29T01:02:50Z,55567,/* On the Moon */ spelling/punctuation,[],Space-based solar power,,,Space-based solar power
442103047,441966134,Beaucouplusneutre,14632145,2011-07-29T21:04:54Z,55740,/* From lunar materials launched in orbit */ wikilink net energy gain + o neill a little bit complete ref thanks to nice wikipedian (i cannot still find the complete text),[],Space-based solar power,,,Space-based solar power
442103745,442103047,Beaucouplusneutre,14632145,2011-07-29T21:09:45Z,56083,/* From lunar materials launched in orbit */ fusionned the 2 refs (49 and 50),[],Space-based solar power,,,Space-based solar power
442171915,442103745,Surajt88,12759671,2011-07-30T08:27:52Z,55861,added advantages in intro to proper section,[],Space-based solar power,,,Space-based solar power
442183546,442171915,Surajt88,12759671,2011-07-30T10:45:50Z,55868,/* See also */ relevent portal added,[],Space-based solar power,,,Space-based solar power
442490791,442183546,217.31.165.118,0,2011-08-01T10:54:25Z,55817,"/* Advantages */ ""*Plant and wildlife interference could be eliminated."" was listed twice",[],Space-based solar power,60.0167,17.7333,Space-based solar power
442591024,442490791,99.35.14.231,0,2011-08-01T23:47:13Z,55821,[[Orbit]],[],Space-based solar power,28.0782,-80.7534,Space-based solar power
443143840,442591024,Beaucouplusneutre,14632145,2011-08-05T07:24:40Z,55819,/* Gallery */ correction,[],Space-based solar power,,,Space-based solar power
443276318,443143840,129.3.178.216,0,2011-08-06T01:41:28Z,55814,/* Laser power beaming */,[],Space-based solar power,43.4464,-76.3971,Space-based solar power
443575992,443276318,Belg4mit,1796889,2011-08-07T22:07:58Z,55768,"Remove refimprove. There are over 80 references, and only 4 citation neededs at this time. It does not seem a fair characterization of the article.",[],Space-based solar power,,,Space-based solar power
443934190,443575992,198.97.180.3,0,2011-08-09T20:47:34Z,55796,/* SERT */,[],Space-based solar power,31.5273,-110.3607,Space-based solar power
444492710,443934190,75.218.138.88,0,2011-08-12T19:54:46Z,55832,/* Atmospheric damage due to launches */,[],Space-based solar power,37.751,-97.822,Space-based solar power
444520285,444492710,Trekphiler,601623,2011-08-12T22:38:25Z,55796,Undid revision 444492710 by [[Special:Contributions/75.218.138.88|75.218.138.88]] ([[User talk:75.218.138.88|talk]]) seriously? against the thousands of flights & millions of trips a day?,[],Space-based solar power,,,Space-based solar power
444557181,444520285,Belg4mit,1796889,2011-08-13T03:04:14Z,55832,"Undid revision 444520285 by [[Special:Contributions/Trekphiler|Trekphiler]] ([[User talk:Trekphiler|talk]]) the statement is overly broad and unsubtantiated, citation is warranted.... There are no cars in the stratosphere.",[],Space-based solar power,,,Space-based solar power
444557688,444557181,Belg4mit,1796889,2011-08-13T03:08:04Z,55804,/* Atmospheric damage due to launches */ remove bogus NOX cite request. high-temp combustion in atmosphere by definition forms NOX. shouls specify which compounds though,[],Space-based solar power,,,Space-based solar power
444557930,444557688,Belg4mit,1796889,2011-08-13T03:09:57Z,55790,/* Atmospheric damage due to launches */ flow,[],Space-based solar power,,,Space-based solar power
444558646,444557930,Helpful Pixie Bot,14216826,2011-08-13T03:15:22Z,55808,Dated {{Which?}}. (Build p613),[],Space-based solar power,,,Space-based solar power
444641895,444558646,Fartherred,10096893,2011-08-13T15:31:52Z,55818,removing edits of Belg4mit & Helpful Pixie Bot as per discussion,[],Space-based solar power,,,Space-based solar power
445106301,444641895,Beaucouplusneutre,14632145,2011-08-16T06:02:52Z,55920,sert sandwich concept image (remove it if you think it break the text),[],Space-based solar power,,,Space-based solar power
445107293,445106301,Beaucouplusneutre,14632145,2011-08-16T06:13:33Z,56083,image for laser and mw,[],Space-based solar power,,,Space-based solar power
445192001,445107293,Trekphiler,601623,2011-08-16T18:24:11Z,56091,Wrong Capitals Crusade,[],Space-based solar power,,,Space-based solar power
445195460,445192001,Equazcion,2813350,2011-08-16T18:47:41Z,57361,"if you're going to list caveats in the intro you need to list benefits too. the main point of a topic on future technology is its possible benefits, so this belongs here",[],Space-based solar power,,,Space-based solar power
446012477,445195460,Rafiko77,3440666,2011-08-21T17:11:25Z,57362,/* In fiction */,[],Space-based solar power,,,Space-based solar power
446122504,446012477,Beaucouplusneutre,14632145,2011-08-22T09:17:56Z,57382,/* Timeline */ updated ref link 68 mankins testimony,[],Space-based solar power,,,Space-based solar power
446124182,446122504,Beaucouplusneutre,14632145,2011-08-22T09:36:21Z,57495,"budget of nasa doe and sert study, ref 68 in history (2000) become ref 7",[],Space-based solar power,,,Space-based solar power
446124469,446124182,Beaucouplusneutre,14632145,2011-08-22T09:39:21Z,57487,"/* On the Moon */ removed the word ""updated"", it seems it was part of the original design (not sure about that)",[],Space-based solar power,,,Space-based solar power
446125624,446124469,Beaucouplusneutre,14632145,2011-08-22T09:51:10Z,57515,/* Non-conventional launch methods */ link to john hunter,[],Space-based solar power,,,Space-based solar power
446273545,446125624,Beaucouplusneutre,14632145,2011-08-23T05:56:11Z,57345,"/* On the Moon */ deleting shimizu, this company have done nothing beside PR",[],Space-based solar power,,,Space-based solar power
446273843,446273545,Beaucouplusneutre,14632145,2011-08-23T05:59:06Z,57337,/* From a diverted asteroid */ remoe the word diverted,[],Space-based solar power,,,Space-based solar power
446533045,446273843,75.99.107.10,0,2011-08-24T19:13:27Z,57340,,[],Space-based solar power,40.8767,-73.9056,Space-based solar power
446533263,446533045,75.99.107.10,0,2011-08-24T19:14:52Z,57350,,[],Space-based solar power,40.8767,-73.9056,Space-based solar power
446560996,446533263,Trekphiler,601623,2011-08-24T22:09:15Z,57337,not an average,[],Space-based solar power,,,Space-based solar power
446921959,446560996,99.35.12.88,0,2011-08-27T03:55:30Z,57340,[[IEEE Transactions on Microwave Theory and Techniques]],[],Space-based solar power,28.0782,-80.7534,Space-based solar power
447674885,446921959,12.248.162.246,0,2011-08-31T15:57:05Z,57515,I added a Disadvantage to SBSP,[],Space-based solar power,39.0721,-94.4503,Space-based solar power
448011351,447674885,Beaucouplusneutre,14632145,2011-09-02T09:05:13Z,57685,"Undid revision 446273545 by [[Special:Contributions/Beaucouplusneutre|Beaucouplusneutre]] ([[User talk:Beaucouplusneutre|talk]]) its not pr after all,see the ref",[],Space-based solar power,,,Space-based solar power
448013004,448011351,Beaucouplusneutre,14632145,2011-09-02T09:25:15Z,57920,"/* On the Moon */ shimizu seems valid after all, see the ssi ref",[],Space-based solar power,,,Space-based solar power
448013164,448013004,Beaucouplusneutre,14632145,2011-09-02T09:27:12Z,57917,/* Gallery */,[],Space-based solar power,,,Space-based solar power
448585147,448013164,Johnkerl,12907681,2011-09-05T14:13:04Z,57915,,[],Space-based solar power,,,Space-based solar power
448881653,448585147,Yobot,7328338,2011-09-07T04:20:43Z,57777,[[WP:CHECKWIKI]] error 61 fixes + [[WP:GENFIXES|general fixes]] using [[Project:AWB|AWB]] (7832),[],Space-based solar power,,,Space-based solar power
449017665,448881653,97.87.29.188,0,2011-09-07T22:53:15Z,57773,"The [[Moon]], proper noun",[],Space-based solar power,45.251,-85.2807,Space-based solar power
449230870,449017665,99.119.128.119,0,2011-09-09T00:09:23Z,57777,[[National Space Society]],[],Space-based solar power,37.751,-97.822,Space-based solar power
450140994,449230870,Dumcgr,14598869,2011-09-12T20:15:50Z,57826,/* Advantages */,[],Space-based solar power,,,Space-based solar power
450166427,450140994,Equazcion,2813350,2011-09-12T22:55:02Z,57540,removed unfounded predictions,[],Space-based solar power,,,Space-based solar power
450389599,450166427,99.56.123.32,0,2011-09-14T00:42:14Z,57544,[[Extraterrestrial materials]],[],Space-based solar power,37.751,-97.822,Space-based solar power
450389882,450389599,99.56.123.32,0,2011-09-14T00:44:18Z,57548,[[Glenn Research Center]],[],Space-based solar power,37.751,-97.822,Space-based solar power
451326275,450389882,117.202.127.1,0,2011-09-19T13:39:18Z,57552,,[],Space-based solar power,12.8639,74.8353,Space-based solar power
451605043,451326275,98.31.41.20,0,2011-09-21T02:10:40Z,57555,,[],Space-based solar power,40.1018,-83.073,Space-based solar power
451605132,451605043,98.31.41.20,0,2011-09-21T02:11:20Z,57552,,[],Space-based solar power,40.1018,-83.073,Space-based solar power
452259938,451605132,141.218.36.50,0,2011-09-24T21:43:29Z,57553,_,[],Space-based solar power,42.268299999999996,-85.6167,Space-based solar power
452631555,452259938,99.181.150.29,0,2011-09-27T03:23:14Z,57557,[[IEEE]],[],Space-based solar power,37.751,-97.822,Space-based solar power
453349292,452631555,84.114.230.205,0,2011-10-01T10:30:42Z,58099,/* Dealing with launch costs */,[],Space-based solar power,48.2356,16.3193,Space-based solar power
453461161,453349292,174.45.176.7,0,2011-10-02T01:51:06Z,58098,"/* Gallery */ ""an mined"" -> ""a mined""",[],Space-based solar power,41.1034,-104.9059,Space-based solar power
453762145,453461161,65.68.13.130,0,2011-10-03T20:15:54Z,58146,/* History */,[],Space-based solar power,37.751,-97.822,Space-based solar power
453762173,453762145,ClueBot NG,13286072,2011-10-03T20:16:01Z,58098,"Reverting possible vandalism by [[Special:Contributions/65.68.13.130|65.68.13.130]] to version by 174.45.176.7. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot NG]]. (627718) (Bot)",[],Space-based solar power,,,Space-based solar power
453762565,453762173,65.68.13.130,0,2011-10-03T20:17:55Z,58119,/* History */,['shouting'],Space-based solar power,37.751,-97.822,Space-based solar power
453762604,453762565,Bailo26,2613146,2011-10-03T20:18:07Z,58098,Reverted edits by [[Special:Contributions/65.68.13.130|65.68.13.130]] ([[User talk:65.68.13.130|talk]]) to last revision by ClueBot NG ([[WP:HG|HG]]),[],Space-based solar power,,,Space-based solar power
453763048,453762604,65.68.13.130,0,2011-10-03T20:20:18Z,58118,/* History */,[],Space-based solar power,37.751,-97.822,Space-based solar power
453763154,453763048,Fluffernutter,6849511,2011-10-03T20:20:52Z,58098,Reverted edits by [[Special:Contributions/65.68.13.130|65.68.13.130]] ([[User talk:65.68.13.130|talk]]) to last revision by Bailo26 ([[WP:HG|HG]]),[],Space-based solar power,,,Space-based solar power
453763905,453763154,65.68.13.130,0,2011-10-03T20:24:26Z,57728,/* History */,[],Space-based solar power,37.751,-97.822,Space-based solar power
453763957,453763905,Crazycomputers,236591,2011-10-03T20:24:43Z,58098,Reverted edits by [[Special:Contributions/65.68.13.130|65.68.13.130]] ([[User talk:65.68.13.130|talk]]) to last revision by Fluffernutter ([[WP:HG|HG]]),[],Space-based solar power,,,Space-based solar power
453764692,453763957,65.68.13.130,0,2011-10-03T20:28:13Z,4988,/* History */,[],Space-based solar power,37.751,-97.822,Space-based solar power
453764749,453764692,Fluffernutter,6849511,2011-10-03T20:28:30Z,58098,Reverted edits by [[Special:Contributions/65.68.13.130|65.68.13.130]] ([[User talk:65.68.13.130|talk]]) unexplained blanking of page ([[WP:HG|HG]]),[],Space-based solar power,,,Space-based solar power
454556682,453764749,Teratornis,1315076,2011-10-08T15:16:05Z,58138,"In the first image caption, mention: [[Lambert's cosine law|cosine losses]], for fixed flat-plate collectors",[],Space-based solar power,,,Space-based solar power
454558834,454556682,Teratornis,1315076,2011-10-08T15:32:40Z,58153,"replace the uselessly general link on [[wire]]s with a relevant link to [[Space elevator]] on the phrase: ""wires extending from Earth's surface to an orbiting satellite""",[],Space-based solar power,,,Space-based solar power
454849966,454558834,Beaucouplusneutre,14632145,2011-10-10T10:32:29Z,58348,/* SERT */ Launch costs in the range of $100-$200,[],Space-based solar power,,,Space-based solar power
456183520,454849966,84.114.230.205,0,2011-10-18T13:54:49Z,57808,/* Dealing with launch costs */,[],Space-based solar power,48.2356,16.3193,Space-based solar power
456994186,456183520,BRW,138351,2011-10-23T15:35:44Z,57788,/* Dealing with launch costs */,[],Space-based solar power,,,Space-based solar power
456994254,456994186,BRW,138351,2011-10-23T15:36:12Z,57790,/* Non-conventional launch methods */,[],Space-based solar power,,,Space-based solar power
456994413,456994254,BRW,138351,2011-10-23T15:37:23Z,57790,/* From lunar materials launched in orbit */ capitalised the N in O'Neill,[],Space-based solar power,,,Space-based solar power
456994735,456994413,BRW,138351,2011-10-23T15:39:28Z,57799,"/* On the Moon */ added whitespace; also, minor style change",[],Space-based solar power,,,Space-based solar power
458280603,456994735,Paul Fisher,1458366,2011-10-31T11:44:17Z,57799,/* In fiction */,[],Space-based solar power,,,Space-based solar power
459458441,458280603,117.242.212.200,0,2011-11-07T14:15:24Z,57871,/* External links */,[],Space-based solar power,12.9333,79.1333,Space-based solar power
459605094,459458441,Beaucouplusneutre,14632145,2011-11-08T09:53:59Z,58386,"added pictures (suntower, rectenna, and 2 crawlers)",[],Space-based solar power,,,Space-based solar power
459607667,459605094,Beaucouplusneutre,14632145,2011-11-08T10:21:27Z,58833,"/* Earth-based receiver */news section ""in space applications"" will grow, with pictures coming (edited with [[User:ProveIt_GT|ProveIt]])",[],Space-based solar power,,,Space-based solar power
459612277,459607667,Beaucouplusneutre,14632145,2011-11-08T11:14:45Z,58974,/* Gallery */ cam rover,[],Space-based solar power,,,Space-based solar power
