text,type,count-occurences-total,count-documents
the keldysh research center,ORG,1,1
september 2020,DATE,2,2
the end of 2021,DATE,1,1
early 2022,DATE,1,1
2027,DATE,2,2
space,GPE,1,1
safe-400,PERSON,1,1
david poston,PERSON,1,1
glidden doman,PERSON,2,1
"january 28, 1921 –",DATE,1,1
"june 6, 2016",DATE,1,1
"doman helicopters, inc.",ORG,2,1
doman helicopters',ORG,1,1
"december 30, 1955",DATE,1,1
arab,NORP,5,4
cleveland,GPE,7,6
hamilton standard division,ORG,3,2
doman,ORG,38,1
1992 - 1997,DATE,2,1
"gamma ventures, inc.",ORG,1,1
kurt hohenemser,PERSON,3,1
anton flettner,PERSON,2,1
doman lz-1a,PERSON,2,1
the new england air museum,FAC,1,1
windsor locks,GPE,1,1
albert e. doman,PERSON,1,1
ruth sweet doman,PERSON,1,1
syracuse,GPE,3,3
"january 28, 1921",DATE,1,1
new york village,GPE,1,1
albert,PERSON,1,1
lewis,PERSON,3,3
george doman,PERSON,1,1
carl t. doman,PERSON,1,1
franklin engines,ORG,1,1
franklin automobiles,ORG,1,1
the age of 15,DATE,1,1
derby racer,PERSON,1,1
akron,GPE,1,1
2)(4,CARDINAL,1,1
ann arbor,ORG,2,2
doman,NORP,6,1
joan hamilton,PERSON,2,1
jackie cochran,PERSON,1,1
june 1942,DATE,2,2
just six months,DATE,1,1
pearl harbor,ORG,1,1
long island,GPE,1,1
the franklin engine company,ORG,1,1
carl,PERSON,2,2
the franklin engine's,ORG,1,1
vs-300,PRODUCT,1,1
more.in,ORG,1,1
august 1943,DATE,1,1
stamford,GPE,1,1
bridgeport,GPE,1,1
doman,PERSON,1,1
draft board,ORG,1,1
the doman helicopter company,ORG,1,1
clinton,PERSON,3,3
mathematician,NORP,3,3
sikorsky,GPE,1,1
ww ii,PERSON,1,1
"doman-frazier helicopters, inc.",ORG,1,1
the autumn of 1945,DATE,1,1
stratford,GPE,1,1
the united states army air corps,ORG,1,1
the curtiss-wright corp.,ORG,1,1
a couple of years later,DATE,2,2
the doman lz-5/yh-31,ORG,1,1
frazier,PERSON,1,1
nearly 20 years,DATE,2,2
the u.s. army,ORG,1,1
the united states faa,GPE,1,1
the gulf coast,LOC,1,1
the paris air show,FAC,1,1
1960.doman,CARDINAL,1,1
january 1970,DATE,2,2
boeing vertol,PERSON,1,1
mid-1970s,DATE,1,1
more than 30 years,DATE,1,1
the u.s. department of,ORG,1,1
january 1978,DATE,1,1
over 20 years,DATE,1,1
the mid-1980s,DATE,2,2
july 1987,DATE,1,1
rome,GPE,9,4
considerably,ORG,1,1
wts-4,GPE,2,2
the mediterranean island,LOC,1,1
sardinia,GPE,1,1
gamma ventures inc.,ORG,1,1
southern adriatic sea,LOC,1,1
b.v.,ORG,2,1
doman-lz1a,ORG,1,1
february 2017,DATE,4,3
the united states patent office,ORG,1,1
"2,451,541",CARDINAL,1,1
"may 24, 1945",DATE,1,1
"october 19, 1948",DATE,1,1
"2,550,538",CARDINAL,1,1
"august 9, 1946",DATE,1,1
"april 24, 1951",DATE,1,1
"2,648,387",CARDINAL,1,1
"june 27, 1946",DATE,1,1
"august 11, 1953",DATE,1,1
"2,687,856",CARDINAL,1,1
"july 18, 1946",DATE,1,1
"august 31, 1954",DATE,1,1
"2,716,889",CARDINAL,1,1
"november 25, 1952",DATE,1,1
"september 6, 1955",DATE,1,1
"2,810,443",CARDINAL,1,1
"november 18, 1950",DATE,1,1
"october 22, 1957",DATE,1,1
"2,827,251",CARDINAL,1,1
"april 2, 1952",DATE,1,1
"march 18, 1958",DATE,1,1
"2,959,230",CARDINAL,1,1
"august 16, 1951",DATE,1,1
"november 8, 1960",DATE,1,1
"2,978,038",CARDINAL,1,1
"mar 11, 1958",DATE,1,1
"april 4, 1961",DATE,1,1
"3,007,530",CARDINAL,1,1
"july 29, 1958",DATE,1,1
"november 7, 1961",DATE,2,1
"3,007,654",CARDINAL,1,1
"december 27, 1956",DATE,1,1
"3,082,826",CARDINAL,1,1
"july 2, 1958",DATE,1,1
"march 26, 1963",DATE,1,1
"3,087,690",CARDINAL,1,1
"january 30, 1961",DATE,1,1
"april 30, 1963",DATE,1,1
"4,004,757",CARDINAL,1,1
"october 16, 1975",DATE,1,1
"january 25, 1977",DATE,1,1
"4,073,600",CARDINAL,1,1
"june 14, 1976",DATE,1,1
"february 14, 1978",DATE,1,1
"4,329,117",CARDINAL,1,1
"april 22, 1980",DATE,1,1
"may 11, 1982",DATE,1,1
"4,353,681",CARDINAL,1,1
yaw,PERSON,67,6
"may 19, 1980",DATE,1,1
"october 12, 1982",DATE,1,1
"4,515,525",CARDINAL,1,1
yaw oscillations,LOC,1,1
"november 8, 1982",DATE,1,1
"may 7, 1985",DATE,1,1
"4,695,736",CARDINAL,1,1
"november 18, 1985",DATE,1,1
"september 22, 1987",DATE,1,1
anton,ORG,1,1
techn,PERSON,1,1
olav olsen,PERSON,1,1
"100 to 1,000",CARDINAL,2,2
between 1 to 20 megawatts,QUANTITY,1,1
smrs,PERSON,1,1
20 to 300 megawatts,QUANTITY,1,1
the united states navy's,ORG,1,1
ross gunn,PERSON,1,1
united states naval research laboratory,ORG,1,1
1939,DATE,11,10
the uss nautilus,PRODUCT,2,2
1955,DATE,21,13
westinghouse,ORG,15,8
s2w,PRODUCT,1,1
kilowatt,PERSON,4,3
the 16th and 17th century,DATE,1,1
thomas savery,PERSON,3,2
1764,DATE,1,1
roman egypt,GPE,2,2
the following centuries,DATE,2,2
taqi al-din,PERSON,4,4
1551,DATE,5,4
giovanni branca,PERSON,3,3
beaumont,GPE,1,1
1679,DATE,4,2
bento de moura portugal,ORG,2,2
1751,DATE,2,2
the late 18th century,DATE,5,4
at least one,CARDINAL,18,16
1820,DATE,3,3
around 1712,DATE,1,1
depths,EVENT,1,1
james pickard,PERSON,3,3
1720,DATE,3,2
jacob leupold,PERSON,2,2
theatri machinarum hydraulicarum,WORK_OF_ART,1,1
boulton,ORG,8,3
john smeaton's,PERSON,1,1
newcomen's,ORG,1,1
the industrial revolution,EVENT,1,1
oliver evans,PERSON,4,4
1801,DATE,6,3
evans,NORP,1,1
cornish,NORP,12,3
trevithick,PERSON,9,5
the 1810s,DATE,2,2
corliss,ORG,8,3
around 1800,DATE,2,2
the first half of the 19th century,DATE,3,3
the 1860s to the 1920s,DATE,1,1
the second world war,EVENT,5,5
1784,DATE,7,5
william murdoch,PERSON,5,5
john fitch,PERSON,3,3
the 1780s or,DATE,1,1
1790s,DATE,1,1
21 february 1804,DATE,2,2
merthyr tydfil,FAC,2,2
abercynon,GPE,1,1
the newcastle area,LOC,1,1
later in 1804,DATE,1,1
north-east england,LOC,1,1
1808,DATE,8,4
only four years later,DATE,1,1
matthew murray,PERSON,2,2
1825,DATE,3,2
george stephenson,PERSON,4,3
stockton,ORG,3,2
darlington,GPE,3,2
1829,DATE,6,5
1830,DATE,3,2
the late twentieth century,DATE,1,1
east germany,GPE,4,4
some 27–30%,PERCENT,1,1
4 kg,QUANTITY,2,2
8.8 lb,QUANTITY,1,1
firebox,PERSON,11,4
only a few days,DATE,1,1
about 1834,CARDINAL,1,1
above 100,CARDINAL,3,3
charles richard,PERSON,2,2
1862,DATE,8,5
1788,DATE,4,3
boulton & watt,ORG,4,3
adiabatic,LOC,6,5
boil,PERSON,1,1
1804,DATE,7,2
arthur woolf,PERSON,2,2
1805,DATE,2,2
1880,DATE,8,7
y-s-,PERSON,1,1
the world war ii liberty,EVENT,1,1
cylinder.land,GPE,1,1
world war i,EVENT,3,3
the british invention steam,ORG,1,1
hms dreadnought,PERSON,2,2
1905,DATE,13,9
valve gear,PERSON,3,3
the late 1830s,DATE,1,1
one thousand,CARDINAL,1,1
one or more,CARDINAL,3,3
hertz electric power systems,ORG,1,1
1500,CARDINAL,8,7
turbinia,GPE,5,2
the late 20th century,DATE,2,2
pivot,LOC,1,1
the 1840s,DATE,3,3
the 1880s and 1890s,DATE,1,1
stockholm,GPE,3,3
beauchamp tower,FAC,1,1
tower,PERSON,1,1
the great eastern railway,EVENT,1,1
the royal navy,ORG,4,3
william john macquorn rankine,PERSON,1,1
joseph black,PERSON,2,2
foot-pounds,QUANTITY,2,2
94 pounds,QUANTITY,1,1
about 7 million,CARDINAL,1,1
5 million,CARDINAL,1,1
25 million,CARDINAL,1,1
three-fold,QUANTITY,1,1
565,CARDINAL,1,1
about 63%,PERCENT,1,1
42%,PERCENT,3,3
only 1% to 3%,PERCENT,1,1
1–10%,PERCENT,1,1
several hundred megawatts,QUANTITY,1,1
some years,DATE,4,4
john ness walton,PERSON,1,1
kirk michael,PERSON,1,1
four-month,DATE,1,1
last years,DATE,3,3
more recent years,DATE,1,1
the national steam car association,ORG,1,1
walton,PERSON,1,1
"march 19, 2013",DATE,1,1
91,DATE,1,1
heyday,DATE,1,1
j.n. walton,ORG,1,1
walton,ORG,1,1
panorama city,GPE,1,1
thomas p. hall,PERSON,1,1
western,NORP,5,5
the steam automobile club of america,ORG,1,1
1959 to 1986,DATE,1,1
bimonthly,DATE,1,1
edward pritchard,PERSON,1,1
miles,PERSON,4,4
norman baker,PERSON,4,2
67,CARDINAL,6,6
joshua c. stoddard,PERSON,2,2
"october 9, 1855",DATE,2,2
1832,DATE,5,5
william hoyt,PERSON,2,2
dupont,GPE,2,2
indiana,GPE,16,10
arthur s. denny,PERSON,2,2
crystal palace,FAC,2,2
denny,PERSON,2,2
kalliope,LOC,2,2
delta,LOC,2,2
louisville,GPE,7,3
thomas j. nichol,PERSON,2,2
cincinnati,GPE,4,3
the thomas j. nichol calliopes,PERSON,2,2
david morecraft,PERSON,2,2
the thomas j. nichol,FAC,2,2
peru,GPE,8,5
circus city,GPE,2,2
december 5,DATE,2,2
2016.stoddard,ORG,2,2
whistles,LOC,3,3
125,MONEY,3,3
the johnson organ co.,ORG,2,2
chahinkapa zoo,ORG,2,2
wahpeton,GPE,2,2
north dakota,GPE,3,3
kal,PERSON,2,2
reedy,ORG,2,2
vachel lindsay,PERSON,2,2
bruce springsteen,PERSON,2,2
manfred mann's,PERSON,4,2
lustre,PERSON,4,2
frederik kastner,PERSON,2,2
kastner,ORG,2,2
kite,PERSON,5,3
george martin,PERSON,2,2
geoff emerick,PERSON,2,2
smokey robinson & the,ORG,2,2
hank cosby,PERSON,2,2
smokey robinson,PERSON,2,2
the united states of america,GPE,3,3
tom,PERSON,3,3
the thomas & friends,ORG,2,2
crimson,PERSON,2,2
king crimson,PERSON,2,2
madonna,PERSON,2,2
james harvest song,PERSON,2,2
red,ORG,2,2
v8,ORG,3,3
agatha heterodyne,PERSON,2,2
jack bruce,PERSON,2,2
columbia,GPE,2,2
michael jackson,PERSON,2,2
showman,PERSON,2,2
divx video clip,PERSON,2,2
pictures & audio,ORG,2,2
the national film board of canada,ORG,2,2
"13,668",CARDINAL,2,2
kratz steam calliope,PERSON,2,2
calder ag,ORG,2,1
caribbean,LOC,2,2
robert stirling,PERSON,7,2
over a century,DATE,1,1
guillaume amontons,ORG,1,1
george cayley,PERSON,2,1
1.5 kw,QUANTITY,3,3
1818,DATE,3,2
4081,MONEY,1,1
james,PERSON,6,5
1828,DATE,2,2
parkinson & crossley,ORG,2,1
arnott,PERSON,1,1
1829.these,CARDINAL,1,1
regenerator.parkinson,ORG,1,1
crosley,PERSON,1,1
james stirling,PERSON,4,2
1840,DATE,4,3
30 centimetres,QUANTITY,1,1
12 inches,QUANTITY,2,2
60 centimetres,QUANTITY,1,1
2 ft,QUANTITY,2,1
a minute,TIME,3,2
eight or ten months,DATE,1,1
"320,000 kg",QUANTITY,1,1
"700,000",CARDINAL,2,2
approximately 16 kilowatts,QUANTITY,1,1
40 centimetres,QUANTITY,1,1
16 inches,QUANTITY,2,2
1.2 metres,QUANTITY,1,1
4 feet,QUANTITY,1,1
upwards of two years,DATE,1,1
nearly 687 tonnes,QUANTITY,1,1
"1,500,000 pounds",QUANTITY,1,1
approximately 34 kilowatts,QUANTITY,1,1
1.2 kilograms,QUANTITY,1,1
2.7 pounds,QUANTITY,1,1
1.1 kilograms,QUANTITY,1,1
2.5 pounds,QUANTITY,1,1
about 10%,PERCENT,10,8
1843,DATE,4,3
june 1845,DATE,1,1
those early years,DATE,1,1
later 19th century,DATE,1,1
1860,DATE,7,6
-ericsson engine co.,ORG,1,1
the late 1930s,DATE,6,6
1951,DATE,9,9
180/200,CARDINAL,1,1
mp1002ca,PERSON,1,1
approximately 150,CARDINAL,1,1
march 1961,DATE,1,1
control instruments ltd.,ORG,1,1
london wc1,PERSON,1,1
"nett"".in",PERSON,1,1
the swedish navy,ORG,1,1
kockums,PERSON,3,2
kawasaki heavy industries,ORG,2,2
the turn of the 21st century,DATE,2,2
jenkin,PERSON,1,1
"manufacturers, e.g.",ORG,1,1
rider's,ORG,1,1
heinrici,ORG,1,1
the philips company,ORG,1,1
april 1945,DATE,1,1
nearly thirty years later,DATE,1,1
graham walker,PERSON,1,1
"the ""working fluid",WORK_OF_ART,1,1
air fins,ORG,1,1
up to five,CARDINAL,2,2
marine engines,ORG,1,1
lake,GPE,2,2
mid stroke,FAC,1,1
displacer piston,PERSON,2,1
dark grey,PERSON,1,1
displacer piston,PRODUCT,1,1
fluidyne,PERSON,4,2
andy ross,PERSON,1,1
charles-louis,PERSON,1,1
the nineteenth century,DATE,3,3
william t. beale,PERSON,1,1
ohio university,ORG,2,2
athens,GPE,5,3
c. west,PERSON,1,1
benson,PERSON,1,1
twinbird corporation of japan,ORG,1,1
coleman,PERSON,1,1
dean kamen,ORG,2,2
time warner,ORG,1,1
mike lajoie,PERSON,1,1
as little as 0.5 k.,PERCENT,1,1
about 500 w/(m2·k,MONEY,1,1
about 500–5000,MONEY,1,1
allan organ,PERSON,1,1
the west number,ORG,4,2
c. j. rallis,PERSON,1,1
t. finkelstein,PERSON,1,1
about 100 kw.compared,CARDINAL,1,1
15% to 30%,PERCENT,1,1
warmup,ORG,1,1
chevrolet,ORG,11,9
francis herbert wenham,PERSON,1,1
s. backhaus,PERSON,1,1
g. swift,PERSON,1,1
1 august 2008,DATE,1,1
19 january 2009,DATE,13,1
bbc news,ORG,3,3
31 october 2003,DATE,1,1
3552120,DATE,1,1
5 january 1971,DATE,1,1
28 march 2014,DATE,1,1
4057962,CARDINAL,1,1
ford motor company,ORG,4,3
november 1977,DATE,1,1
j. harrison,PERSON,1,1
claverton energy research group,ORG,1,1
january 2009,DATE,2,2
j. hasci,PERSON,1,1
nasa & solidworks,ORG,1,1
6 january 2009,DATE,1,1
pasco,PERSON,1,1
18 january 2009,DATE,3,1
y. timoumi,PERSON,1,1
i. tlili,ORG,1,1
s.b.,ORG,1,1
harwell momorandum,PERSON,1,1
wickham,PERSON,1,1
kamen,PERSON,1,1
22 may 2011,DATE,1,1
precer group,ORG,1,1
k. hirata,PERSON,1,1
d. liao,PERSON,1,1
micro-star international (,ORG,1,1
13 september 2008,DATE,1,1
p.h.,GPE,1,1
the acoustical society of america,ORG,1,1
66.1508c,CARDINAL,1,1
p. fette,PERSON,2,1
vmax/vmin,ORG,1,1
8 march 2001,DATE,2,1
d. haywood,PERSON,1,1
12 may 2013,DATE,1,1
25 december 2018,DATE,1,1
z. herzog,PERSON,1,1
mont alto,GPE,2,2
pennsylvania state university,ORG,2,2
3 april 2007,DATE,1,1
f. kyei-manu,PERSON,1,1
a. obodoako,PERSON,1,1
6 march 2009,DATE,1,1
"lund university, department of energy science",ORG,1,1
19 april 2008,DATE,1,1
d. phillips,PERSON,1,1
edr,ORG,1,1
stephen j. gold,PERSON,1,1
the mid 19th century,DATE,2,2
one square foot,QUANTITY,2,2
edr,CARDINAL,2,1
archaic,GPE,1,1
edr,PERSON,1,1
louis allen,PERSON,1,1
arthur cutts,PERSON,1,1
vol,PERSON,4,4
i. new york:,ORG,1,1
robert henderson,PERSON,1,1
elliott j. stoddard,PERSON,1,1
the guideline committee,ORG,2,1
vdi guideline committee,ORG,1,1
the vdi guideline committee,ORG,1,1
2343,CARDINAL,1,1
2243,CARDINAL,1,1
vdi,PERSON,1,1
4080,CARDINAL,1,1
4082,CARDINAL,1,1
4084,CARDINAL,1,1
vdi,ORG,3,1
4085,CARDINAL,1,1
4413,CARDINAL,1,1
4430,CARDINAL,1,1
4431,CARDINAL,1,1
4432,CARDINAL,1,1
4091,CARDINAL,1,1
specialized,ORG,4,3
82,CARDINAL,3,3
169,CARDINAL,2,2
a period of hours,TIME,1,1
10–15 minutes,TIME,2,2
an estimated 40%,PERCENT,1,1
approximately 20% - 40%,PERCENT,1,1
548 million tons,QUANTITY,1,1
up to 25%,PERCENT,2,2
every three square feet,QUANTITY,1,1
190,CARDINAL,5,5
"6,000 board feet",QUANTITY,1,1
about 33 million tons,QUANTITY,1,1
about five million tons,QUANTITY,1,1
roughly a day,DATE,1,1
npo,ORG,1,1
the united states green building council's,GPE,1,1
sixty-nine,CARDINAL,1,1
"the september 11, 2001 attacks",EVENT,1,1
new york city's,GPE,2,1
world trade center,ORG,1,1
9/11,CARDINAL,2,1
montreal,GPE,2,2
quebec,GPE,6,5
ocean thermal energy conversion,ORG,1,1
ocean surface water interaction,ORG,1,1
the north atlantic,LOC,2,2
the southern ocean,LOC,1,1
the deep ocean,LOC,1,1
cold surface sea water,LOC,1,1
the 1880s,DATE,9,8
saga university,ORG,6,1
makai,PERSON,5,1
1881,DATE,7,6
jacques arsene d'arsonval,PERSON,1,1
d'arsonval,PERSON,1,1
georges claude,PERSON,2,2
matanzas,GPE,1,1
cuba,GPE,2,2
22 kw,QUANTITY,3,3
1956,DATE,12,8
abidjan,GPE,1,1
ivory coast,GPE,1,1
j. hilbert anderson,PERSON,2,1
james h. anderson,PERSON,1,1
jr,PERSON,3,3
the tokyo electric power company,ORG,1,1
14 october 1981,DATE,1,1
about 120 kw,QUANTITY,1,1
90 kw,QUANTITY,1,1
alexander kalina,PERSON,1,1
4.5 kw,QUANTITY,1,1
1-2%,PERCENT,1,1
"the institute of ocean energy, saga university",ORG,1,1
$260 million,MONEY,1,1
carter,PERSON,1,1
the natural energy laboratory of hawaii authority,ORG,1,1
the kona coast,LOC,1,1
the same year,DATE,12,10
lockheed,ORG,6,3
the u.s. national science foundation,ORG,1,1
the us navy,ORG,9,5
makai ocean,LOC,2,1
three months in 1979,DATE,1,1
the solar energy research institute,ORG,3,2
kreith,PERSON,1,1
bharathan,PERSON,3,1
max jakob memorial award lecture,FAC,1,1
210 kw,QUANTITY,2,2
the pacific institute for high technology,ORG,1,1
the natural energy laboratory of hawaii,ORG,2,1
pichtr,GPE,1,1
don evans,PERSON,1,1
luis vega,PERSON,1,1
makai ocean,FAC,5,2
onr,ORG,1,1
ocean thermal energy corporation,ORG,5,1
bahamas,GPE,6,1
june 2015,DATE,3,3
august 2016,DATE,2,2
march 2017,DATE,2,2
july 2011,DATE,4,4
100 kilowatt,QUANTITY,2,1
july 2016,DATE,3,3
the virgin islands public services commission,GPE,2,1
ocean thermal energy corporation's,ORG,1,1
the virgin islands,GPE,1,1
wapa,PERSON,1,1
okinawa prefecture,ORG,1,1
kume island,LOC,2,1
"april 15, 2013",DATE,1,1
the end of fy 2016,DATE,1,1
ihi plant construction co. ltd,ORG,2,1
yokogawa electric corporation,ORG,2,1
xenesys inc,ORG,2,1
two 50 kw,QUANTITY,1,1
japanese,LANGUAGE,1,1
105 kw,QUANTITY,1,1
dcns group,ORG,1,1
akuo energy,ORG,1,1
16mw,ORDINAL,1,1
august 2015,DATE,5,4
david ige,PERSON,1,1
105 kilowatts,QUANTITY,1,1
about 120,CARDINAL,1,1
20 to 25,CARDINAL,1,1
1 to 3 percent,PERCENT,1,1
6 and 7 percent,PERCENT,1,1
the natural energy laboratory,ORG,1,1
1.5 miles,QUANTITY,1,1
2.4 km,QUANTITY,1,1
hawaiian,NORP,2,2
as high as 97%,PERCENT,1,1
a few percent,PERCENT,3,3
may 1993,DATE,1,1
keahole point,ORG,1,1
80 kw,QUANTITY,2,2
40 kw,QUANTITY,1,1
ammonia,PERSON,1,1
causeways,DATE,1,1
15-20 degrees,QUANTITY,1,1
several hundred meters,QUANTITY,1,1
10 to 30 meters,QUANTITY,1,1
up to 100 meters,QUANTITY,1,1
greater than 1000 meters,QUANTITY,1,1
riser cables,PERSON,1,1
entanglement.as,ORG,1,1
"about 2,000 meters",QUANTITY,1,1
"6,600 ft",QUANTITY,1,1
shallower depths,DATE,1,1
200-nautical-mile,QUANTITY,1,1
the international seabed authority,ORG,1,1
university of hawaii,ORG,2,2
94.0 cent,MONEY,1,1
44.0 cent,MONEY,1,1
18.0 cent,MONEY,1,1
the organization ocean energy systems,ORG,1,1
about 20 cent,MONEY,1,1
as low as,PERCENT,1,1
3.2 to 4.2 cent,MONEY,1,1
2.8 to 5.4 cent,QUANTITY,1,1
irena,GPE,2,2
5 000-50 000 residents,QUANTITY,1,1
the u.s. navy,ORG,6,5
diego garcia,PERSON,1,1
the indian ocean,LOC,1,1
"ocees international, inc.",ORG,1,1
1.25 million gallons,QUANTITY,1,1
guam,GPE,1,1
ote,ORG,2,1
mid-2015,DATE,2,2
"august 22, 2016",DATE,1,1
"september 27, 2016",DATE,1,1
bahamian,PERSON,1,1
perry christie,PERSON,1,1
baha mar,PERSON,1,1
march 2017.this,DATE,1,1
hawaii,PERSON,1,1
2012-2013,DATE,1,1
"november, 2010",DATE,1,1
us$4.4 million,CARDINAL,1,1
$8.1 million,MONEY,1,1
over $1 million,MONEY,1,1
march 2010,DATE,7,6
hainan,GPE,1,1
"april 13, 2013",DATE,1,1
10 megawatt,QUANTITY,1,1
hainan island,GPE,1,1
opus offshore,PERSON,1,1
okinawa prefecture,GPE,1,1
1mw,DATE,8,5
united states virgin islands,GPE,1,1
"march 5, 2014",DATE,1,1
the united states virgin islands,GPE,1,1
st thomas,GPE,1,1
st croix.on,PERSON,1,1
"july 18, 2016",DATE,1,1
kiribati,PERSON,1,1
south korea's,GPE,1,1
research institute of ships and ocean engineering,ORG,1,1
kriso,PERSON,1,1
1mw,ORDINAL,1,1
6 km,QUANTITY,1,1
the republic of kiribati,GPE,1,1
ner300,ORG,1,1
"july 8, 2014",DATE,1,1
72 million euro,CARDINAL,1,1
"february 16, 2018",DATE,1,1
"7,000",CARDINAL,7,4
"over 6,000 tonnes",QUANTITY,1,1
dan grech,PERSON,1,1
"about 4,300 cubic metres",QUANTITY,1,1
"150,000",CARDINAL,2,2
each day,DATE,8,6
richard bailey,PERSON,2,1
"march 22, 2015",DATE,1,1
kumejima,PRODUCT,1,1
their institute of ocean energy uses post,ORG,1,1
raw sea,LOC,1,1
"7,000 gallons",QUANTITY,2,1
koyo usa,PERSON,2,1
koyo,PERSON,4,1
one million,CARDINAL,4,3
$140 million,MONEY,2,1
1 foot,QUANTITY,1,1
0.30 m,MONEY,1,1
"4,700 gallons",QUANTITY,1,1
"8,000 hours",TIME,1,1
per kilowatt-hour,QUANTITY,1,1
"200,000-$400,000",MONEY,1,1
bora bora,PERSON,1,1
copenhagen energy,ORG,1,1
copenhagen,GPE,1,1
9800-ton,CARDINAL,1,1
john p. craven,PERSON,1,1
jack davidson,PERSON,1,1
the natural energy laboratory of,ORG,1,1
hawaii authority,ORG,1,1
kume island,GPE,1,1
the kume island facilities,LOC,1,1
deep sea,LOC,1,1
year,DATE,11,9
kumejima,NORP,1,1
spirulina,GPE,1,1
kona,GPE,1,1
about $40 million,MONEY,1,1
57,CARDINAL,5,5
>26,DATE,1,1
the cold sea water,EVENT,1,1
500 to 1000,CARDINAL,2,2
middle east,LOC,4,4
north east africa,LOC,1,1
summer season,DATE,1,1
the persian gulf,LOC,2,2
red sea,LOC,1,1
indian ocean,LOC,1,1
pacific ocean,LOC,1,1
34 m,MONEY,1,1
12 million gallons,QUANTITY,1,1
"44,400 tonnes",QUANTITY,1,1
"41,700 tonnes",QUANTITY,1,1
every minute,TIME,2,2
19.55,CARDINAL,1,1
49.8,CARDINAL,1,1
5.45×1018,CARDINAL,1,1
mj/yr ×,ORG,1,1
0.15,CARDINAL,3,3
2.87×1017,CARDINAL,1,1
"−
        
          
            
              ",PERSON,1,1
1 kilometer,QUANTITY,1,1
about 5–10,CARDINAL,1,1
around 27,CARDINAL,1,1
81,CARDINAL,8,7
t2,CARDINAL,1,1
x2,ORG,1,1
"s
          
        
        
          ",PRODUCT,1,1
t5,CARDINAL,3,1
"x5,s",ORG,1,1
"h3-h5,s",PRODUCT,1,1
h6,CARDINAL,1,1
"≈
        
          h",PERSON,1,1
"−
                       
                      
                        ",PERSON,1,1
m_{t}}}={\frac {,PRODUCT,1,1
\mathrm,MONEY,2,2
\dot,CARDINAL,25,8
anderson,ORG,18,6
"sea solar power, inc.",ORG,1,1
the warm sea,LOC,1,1
cold sea,LOC,1,1
anderson,PERSON,12,6
wct,ORG,1,1
wnp,ORG,1,1
20-40,CARDINAL,1,1
several 100 megawatt,QUANTITY,1,1
70 meters,QUANTITY,2,1
100 megawatt,QUANTITY,1,1
40 meters,QUANTITY,1,1
110 - 70 meter,QUANTITY,1,1
10-25%,PERCENT,1,1
nanoplankton,ORG,1,1
microplankton,PERSON,1,1
phytoplankton,ORG,1,1
about 30%,PERCENT,5,5
8.5 meters,QUANTITY,1,1
28 ft,QUANTITY,1,1
some 30%,PERCENT,1,1
25 to 50,CARDINAL,1,1
0.00098,CARDINAL,1,1
0.00197,CARDINAL,1,1
as much as 50%,PERCENT,2,2
ten weeks,DATE,1,1
1 hour,TIME,3,1
3% to 1%,PERCENT,1,1
as high as 40,CARDINAL,1,1
h. barjot,PERSON,1,1
cryogen,PERSON,1,1
−0.5 °c,ORG,1,1
31.1,CARDINAL,1,1
one cubic meter,QUANTITY,1,1
this cubic meter,QUANTITY,1,1
4000 feet,QUANTITY,1,1
"1,200 m",QUANTITY,1,1
greenlands east coast,LOC,1,1
"2,100 km",QUANTITY,1,1
glasgow,GPE,6,6
6 winter months in the year,DATE,1,1
antarctica,LOC,1,1
the sea coast,LOC,1,1
bitcoin,GPE,1,1
the surface sea,LOC,1,1
300 m,MONEY,1,1
2%.in 2014,DATE,1,1
william h. avery,PERSON,1,1
chih wu,PERSON,1,1
1994-03-17,DATE,1,1
johns hopkins university,ORG,2,2
oxford,ORG,2,2
oxford university press,ORG,4,4
the spring,DATE,4,4
roughly two days,DATE,1,1
the watch movement gear train,ORG,1,1
spring,DATE,3,3
adrien philippe,PERSON,1,1
patek,NORP,1,1
16 june 1863,DATE,1,1
the bridle spring,DATE,1,1
the end of 1773,DATE,1,1
joseph tlustos,PERSON,1,1
1776,DATE,4,2
joseph gallmayr,PERSON,1,1
watchmaker abraham-louis,PERSON,1,1
le locle,ORG,2,1
late 1776,DATE,1,1
early 1777,DATE,1,1
1777,DATE,2,1
15 minutes,TIME,1,1
abraham-louis breguet,ORG,1,1
about the end of 1777,DATE,1,1
early 1778,DATE,1,1
hubert sarton,PERSON,2,1
the end of 1778,DATE,1,1
sarton,PERSON,1,1
the beginning of 1779,DATE,1,1
abraham-louis breguet,FAC,1,1
perrelet,ORG,1,1
louis recordon,PERSON,1,1
breguet,ORG,3,1
1810,DATE,2,2
more than one hundred years,DATE,1,1
the years 1776 to 1810 four,DATE,1,1
about 180,CARDINAL,3,2
1806.as,DATE,1,1
1922,DATE,12,10
léon leroy,PERSON,1,1
harwood,ORG,3,1
1917,DATE,10,10
rolex,ORG,1,1
wristwatches: 1923,WORK_OF_ART,1,1
john harwood,PERSON,1,1
bolton,GPE,1,1
harry cutts,PERSON,1,1
7 july 1923,DATE,1,1
16 october 1923,DATE,1,1
harwood,PERSON,1,1
12 hours,TIME,2,2
"30,000",CARDINAL,6,6
1940s,DATE,3,3
the rolex watch company,ORG,1,1
up to 35 hours,TIME,1,1
the 18th-century,DATE,1,1
eterna ball,PERSON,1,1
eterna,PERSON,1,1
